sentiment,comment
neutral,"﻿dt thì IRon_A870 chơi êm , ho_tro tay cầm G910 của mình , còn table chưa thử wa
"
negative,"﻿Đáng gờm thôi chứ không_thể_nào xứng tầm Surface_Pro được . Chất_lượng Full_HD là thấp . Thiết_kế màn_hình có viền quá to , thời_lượng Pin quá thấp đối_với 1 thiết_bị dạng Tablet . Pin thậm_chí còn thua cả mấy con Ultrabook như Dell_XPS hay Vaio_T . Đã gọi_là Tablet ( hoặc lai Tablet ) thì cũng phải được 8h pin là tối thiếu cho 1 ngày làm_việc .
"
negative,"﻿èo , ở mỹ mà vẫn thường_xuyên phai dành 6h bay đi bay lại để họp à . về Việt_Nam sống đi bạn . với trình_độ của bạn chắc_chắn chả cần ra khỏi nhà , như ông sếp cũ của mình có thấy đến cty bao_giờ . quên , chưa đựoc dùng bao_giờ nên muốn hỏi bạn chút . nó có camera không , mình muốn đeo nó ở chân để soi nên trên quá . có chức_năng ra_lệnh bằng giọng nói không , có thì nó có hơn điện_thoại không , mình không thích đứng giữa đường nói lảm_nhảm . mà cái màn_hình bé vậy chắc mình bấm không nổi . nó có_thể kết_nối đến máy_chiếu và máy_in qua mạng không dây không , theo như bạn nói phải cắm đt vô máy chiều rồi dùng cái đồng_hồ như kiểu điều_khiển_từ_xa . nếu_vậy mình kết_nối đt với máy_chiếu qua mạng wf rồi cầm đt dùng luôn_tiện hơn . nó có tính_năng gì nhận_biét mình đang nhìn vô nó không , hay_là lúc_nào nó cũng sáng or là muốn nhìn phải ấn hay lắc . đêm đeo mà nó sáng có_vẻ dị nhỉ , giống mấy cái đồng_hồ phát_quang quá . đựoc_cái là không sợ bị nguời khác đung vô . lúc nhận tin nhắn hay e mail mình có_thể soạn tin trả_lời không , hay lại phải rút đt ra trả_lời . à nó có sạc không dây không , và dùng nó có nóng không . nếu nóng mình sẽ mua nó dùng vào mùa_đông . có_lẽ có lợi cho sức_khỏe . còn nữa khi nên máy_bay có cần tắt đồng_hồ không bạn . nhu_cầu mình có thế thôi . mình không biết_mấy cái chức_năng thanh_toán đó thế_nào vì không có để dùng . bên mmỹ sống tiện thật . nhưng mình không cần vì lúc_nào cũng phải mang theo ví để đựng giấy_tờ , chỗ mình không mang thẻ với hộ_chiếu mà bị cảnh_sát hỏi là có vấn_đề . hơn_nữa đt cũng có chức_năng đó .  
"
positive,"Quá hay . Từ ngày đi du_lịch Nhật thấy mê cây_bút này . Chỉ việc đưa máy chụp biển_hiệu , biển_báo , bảng giá rồi dùng bút khoanh chữ dịch nhanh , không cần nhờ phiên_dịch
"
neutral,"Đúng như bác nói , mua AW thời_điểm này đúng là chưa nên vì còn nhiều bất_cập như thời_lượng pin hay độ dày ... Chắc chỉ dành cho tín_đồ apple là chính , nhưng đã trót yêu rồi thì thế_nào cũng phải múc thôi  
"
negative,"rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm_tin hả , sim trên sw là số khác nhé , còn nếu dùng dịch_vụ chuyển cuộc_gọi thì khi nghe cũng bị tính tiền như khi gọi nhé , chơi chuyển_hướng một ngày nhận chục cuộc_gọi thôi là tháy tiền ra_đi vì đâu rồi , sao còn í định dùng sw có sim nữa không  
"
positive,"Nếu về Việt nam mình sẽ mua cho tất_cả các cụ , mỗi người 1 cái không phải dùng mô_hình nữa
"
negative,"﻿HTC mình không thích , nhìn chẳng sang trong cứ như hàng bình_dân của tàu , bằng từng này tiền tôi sẽ mua IPhone_6s , S7 , G5 , sony_Z5 ... .
"
positive,"Thậc tuyệt_vời khi công_nghệ được giấu kín đến tận ngày khai_trương ,
"
neutral,"Chuyên nâng_cấp , thay ổ SSD cho các dòng Macbook_Retina , Macbook_Air giá tốt . Lấy ngay , địa_chỉ 575 Lê_Hồng_Phong_Quận 10 . Website http : / / applecare24h.vn Trung_Tâm_Apple | Sửa_Macbook , iPad , iPhone Chuyên sửa_chữa Macbook , sửa_chữa i Pad , sửa_chữa i_Phone . Kinh_nghiệm nhiều năm trong lĩnh_vực Apple . Sửa uy_tín , lấy liền . ĐC : 575 Lê_Hồng_Phong Q.10 TPHCM applecare24h.vn
"
neutral,"bữa đọc có trên 5000 giờ ra giá gần 10k , thôi chờ WD ra 64 lớp cho r rẻ hơn mà_lại dung_lượng cao hơn  
"
negative,"Về_Vn thì đúng nghĩa_là 1 cái đồng_hồ thật  
"
positive,"Tuyệt_vời .
"
neutral,"Bên box máy_tính đợi mòn chân mà mod không tổ_chức event gì hết  
"
negative,"thực_sự là chán quá . về hiệu_năng thì vô đối mà về kiểu_dáng sao mãi không chịu lớn vậy : ( (
"
neutral,"Mới_đầu mình đọc topic lộn , tưởng SSD mới mà có 15 Gb , vô đọc lại thấy 15 TB , sau đọc xong cái giá muốn bật ngửa luôn : $ 9690 ( ~ 216 triệu đồng ) . Đúng là dòng sản_phẩm sao , chỉ để quảng_cáo thương_hiệu thôi .  
"
neutral,"Mình mua giá 2 củ bạn à . Up thêm hình bạn xem nè  
"
neutral,"đã cài xong phải ... . giờ bên loa kêu đợi abn 3 cập_nhật mới xem sao ... . . hây daaa giờ ko biết có nên viết cái mail bù_lu_bù_loa đòi giải_quyết dứt_điểm ko nữa  
"
neutral,"Có_khi bạn bật Bluetooth 24/7 nó mới ngốn pin như_thế . Dùng bt điều_độ chút thì thời_lượng pin sẽ khá hơn nhiều . Smartphone & laptop cũng thế thôi . Bật bt để lâu cái nào chả nóng ran & tốn pin . VHR+ chỉ khá hơn chỗ có thêm cái chip GPS tích_hợp vào , mấy cái tính_năng còn lại toàn là thêm phần_mềm vô cho nó màu_mè thôi . Mà pin VHR+ thì nhỏ như hạt đậu nên GPS chỉ trụ đc max 8 tiếng . Đã xác_định là chú_trọng vào chạy bộ hay điền_kinh thì ráng thêm ít tiền nữa quất hẳn con Forerunner 235 về kìa cho sướng .  
"
neutral,"Thứ nhất rào_cản công_nghệ ( độ dày , nóng , pin ... ) Thứ_hai là thực_tế người nhu_cầu như bạn không nhiều . Người_ta cũng phải điều_tra thì trường cả rồi . Mà cũng chả biết , tương_lai có_khi lại nhiều người thích kiểu ấy cũng_nên  
"
positive,"Đúng vậy , con V470 Bluetooth cũng trâu không kém_cạnh . Bên_cạnh đó bấm chuột logitech rồi thì_phải xài nó hoặc hãng cao hơn thôi . Genius , Mitsumi , Dell chắc chưa đến tuổi ...  
"
negative,"với tui nó là con virus không hơn không kém : ) )
"
negative,"﻿Đã xấu còn đắt Giá này hốt con Moto_2 hay AW cho_rồi ...  
"
neutral,"Giờ cũng quá rẻ rồi . Kingston_V300 120GB chỉ có 800k/cái . = giá HDD 10 năm trước
"
neutral,"Nếu cảm_thấy ổ_cứng SSD dung_lượng 1 , 2 TB vẫn chưa đủ thì Samsung có bán một dòng ổ dung_lượng đến 15,36 TB . PM1633a là dòng ổ SSD lớp doanh_nghiệp , được Samsung tung ra hồi tháng 3 nhưng đến hiện_tại đã xuất_hiện trên trang bán_lẻ SHI của Mỹ với mức giá từ $ 9690 ( ~ 216 triệu đồng ) . Như_vậy chi_phí trên mỗi GB vào_khoảng 63 cent , cao hơn nhiều so với chi_phí trên mỗi GB dung_lượng trung_bình của các dòng ổ SSD phổ_thông . Samsung PM1633a không định_hướng đến đối_tượng người dùng bình_thường , đặc_biệt là khía_cạnh tốc_độ . Tốc_độ đọc / ghi ngẫu_nhiên của PM1633a lần_lượt là 200.000 và 32.000 IOPS , tốc_độ đọc / ghi liên_tục tối_đa vào_khoảng 1500 MB / s . Tốc_độ này nhanh hơn gấp đôi so với tốc_độ trung_bình của các dòng ổ SSD cao_cấp dành cho người dùng cuối . ​ PM1633a là ổ 2,5 "" nhưng dày 15 mm do_đó bạn không_thể gắn vào khay 2,5 "" trên những chiếc laptop thông_thường . Độ dày ổ_cứng 2,5 "" trên laptop thường là 9 mm , 7 mm hoặc 5 mm trên những dòng siêu mỏng . Định_hướng đến đối_tượng người dùng doanh_nghiệp nên PM1633a dùng giao_tiếp SAS ( Serial_Attached SCSI ) và với rack 2U 19 "" tiêu_chuẩn trên máy_chủ , người dùng có_thể gắn tối_đa 2 ổ PM1633a . Ngoài mức dung_lượng đến 15,36 TB thì Samsung cũng đã phát_hành các phiên_bản dung_lượng thấp hơn của PM1633a gồm 7,68 TB , 3,84 TB , 1,92 TB , 960 GB và 480 GB . ​ PM1633a dùng công_nghệ V-NAND 3D 256 Gb thế_hệ thứ 3 của Samsung với các stack cell nhớ gồm 48 lớp nhằm mang lại mật_độ nhớ cao hơn , hiệu_năng và độ ổn_định cao hơn so với thế_hệ 2 ( 1 stack cell nhớ gồm 32 lớp , dung_lượng 128 Gb V-NAND ) . Với phiên_bản 15,36 TB , nó có 32 mô-đun NAND , mỗi mô - đun dung_lượng 512 GB cấu_tạo từ 512 chip nhớ 256 Gb V-NAND 16 lớp . Bên_cạnh đó , Samsung còn tích_hợp thêm 16 GB bộ_nhớ DRAM với firmware được thiết_kế đặc_biệt để có_thể truy_xuất các mô - đun NAND mật_độ cao dung_lượng lớn . Với công_nghệ 3D V-NAND thế_hệ 3 , PM1633a có_thể ghi được lượng dữ_liệu gấp từ 2 đến 10 lần so với các ổ_cứng dùng công_nghệ 2D MLC thông_thường . Thêm vào đó , tuổi_thọ của chiếc ổ_cứng này cũng rất cao . Samsung cho_biết PM1633a có_thể chịu được cường_độ ghi toàn dung_lượng mỗi ngày trong_suốt 5 năm bảo_hành . Điều này có_nghĩa trong_suốt vòng đời sản_phẩm , PM1633a có_thể ghi xoá hơn 27 PB ( 27000 TB ) dữ_liệu . Quy_đổi ra thời_gian , Samsung cho_biết PM1633a có thời_lượng sử_dụng trung_bình trước khi hỏng ( MTBF ) là 2 triệu giờ , tương_đương dòng PM1633 đầu_tiên . Trong mỗi chip V-NAND của Samsung , mỗi cell khai_thác cùng một cấu_trúc 3D Charge_Trap_Flash ( CTF ) trong đó các hàng cell được xếp chồng lên nhau theo phương dọc ( Vertical ) để hình_thành 48 tầng kết_nối với nhau thông_qua 1,8 tỉ lỗ trống đâm xuyên qua các hàng cell nhờ công_nghệ khắc bản_mạch đặc_biệt . Mỗi chip V-NAND chứa hơn 85,3 tỉ cell nhớ và mỗi cell có_thể lưu 3 bit dữ_liệu > 256 tỉ bit hay 256 Gb/chip . Video dưới đây cho cái nhìn cụ_thể hơn về công_nghệ 3D V-NAND của Samsung : ​ Theo : Computerworld ​  
"
positive,"Nâng lên cho cao xong tìm cách hạ xuống , chỉ có_thể là Sam sung
"
neutral,"BB10 vẫn dùng ngon nhé bác . Tải app apk Miband về dùng thôi , nhưng không chạy ngầm nên cũng ngốn pin lắm .  
"
neutral,"Thấy hơi thô nhỉ ?  
"
positive,"nhìn mặt trc giống vega_A_840s "" s5 "" thiệt , cơ_mà chất , cam ngon , pin khủng , cấu_hình mạnh  
"
negative,"Không có công_nghệ đột_biến nào bán với giá ảo_tưởng . Ế !
"
negative,"Thì cứ cắm sạc xong là trơ cảm_ứng , một lúc mới mở khóa được , mở khóa xong lại trơ không làm j được , phải khởi_động lại mới dùng bình_thường  
"
neutral,"Garmin tuy phần_mềm hơi cẩu_thả nhưng vẫn hơn Fitbit về chất_lượng phần_cứng đặc_biệt ở khoản chống nước . Xài lâu_dài thì phần_cứng vẫn quyết_định nhiều hơn . Sau_này bạn có quyết_định chạy bộ hay điền_kinh cự_ly dài thì nên chuyển qua Garmin & giày Nike_Lunar_Glide / Zoom . Mình ko xài Fitbit nhưng có xài Strava để tải kết_quả vận_động thể_thao từ Garmin_Connect_Mobile lên . Nếu bạn cũng xài Strava thì comment cái mình add vô list .  
"
positive,"Thực_ra xước thì cái của mình sau khi bóc hộp được 4 ' thì bắt_đầu xước rồi . Và nếu nói thấy xước không xót thì_là nói_phét . Tuy_nhiên nó không phải là thứ cần phải "" chống "" , một đời ta ba_bảy đời nó mà Với ai dùng nhiều đồ polished stainless steel thì sẽ hiểu là xước là đặc_tính của nó và đánh_bóng lại quá đơn_giản luôn .  
"
negative,"﻿Tôi dùng s_7 đây chưa đầy 2 tháng đã chán . Sợ luôn anh_em nhà họ Sam
"
positive,"Tùy người cảm nhân . Riêng mình đag xài edge_7 và thấy siêu hài_lòng về ứng_dụng thẩm_mỹ và cấu_hình
"
positive,"ngon đấy đợi hàng về làm cái  
"
neutral,"Đúng 16TB thì 400tr mình cũng mua chứ 15,36 TB thì gian_lận quá , gét .  
"
negative,"Đang xài 2 con M185 , nút chuột giữa hai con đều như hạch . xài chưa được năm , scroll đã chạy bậy rồi . Hay mua phải đồ đểu hỉ ?  
"
negative,"Nghĩ mới 4.1.2 k sao . Ai dè thế_là đắp chăn rồi . Làm phần_cứng chuối quá  
"
positive,"ti_vi samsung rất tốt . bạn ra siêu_thị đi nhìn xem nó rất đẹp .
"
negative,"﻿Mình ít tiền yêu công_nghệ có vào đọc và đã mua em nó ... nhưng rồi chả thấy có chia_sẻ giao_lưu gì chán nên bán đi rồi ... ôi cuộc_sống giờ toàn ... . $ $ $ $ $ $ $ $ $ $ Bao_nhiêu bác bảo chia_sẻ up_rom này kia lặn mất_tăm chỉ còn vài_ba thương_lái vào PR  
"
positive,"Đấy là câu_hỏi chung của những người chưa xài điện_thoại nhật bao_giờ . Phần_mềm của Fujitsu làm 1 form cố_định rồi , nếu có lỗi chỉ cần factory reset là xong . Còn phần_cứng thì bảo_hành chính hãng , ko có vấn_đề gì cả . Nhưng vấn_đề là độ bền của nó rất cao . Tỉ_lệ lỗi cực_kỳ thấp . Các bạn đi mua thì lại toàn chọn đầu_ra mà không chọn đầu_vào . Những máy mà dễ hỏng thì dễ sửa là chuyện được đương_nhiên .  
"
negative,"Hốt thì_có ... . . thấy oppo là mệt_mỏi .
"
negative,"Cam lồi vì bắt_chước Sam , thế_mà fan IP luôn nói IP đi trước
"
positive,"Z5_Premium nhé , mua không uổng_phí đâu ! !
"
negative,"bạn cho mình hỏi , thực_tế với những gì bạn dùng thì pin được bao_lâu . nói thật_là nghĩ đến pin aw là mình ko muốn dùng nhưng cứ hỏi đã vì dùng mà cứ phải sạc mỗi tối thì đúng là mệt thật . sạc cái phone đã ngại rồi .  
"
negative,"Mấy con nhật ít rom với cũng hua 7 root dc nên cũng chả có gì để bàn cả ehe  
"
positive,"Bạn dùng ổ_cắm đa_năng xioami chắc hàng thường rồi , tôi mua bên kia cũng hơn 200N , chưa kể về đây ! Tớ cắm 1 IP 1 samsung mà sạc chạy ngon_lành
"
positive,"ko thấy che_đậy cái lỗ tai_nghe thế_mà chống được nước mới tài ôi nhật bản  
"
negative,"Cũng có người ăn_theo camera kép của LG = ) )
"
negative,"Các dòng zenfone đều chán cả
"
negative,"﻿Mình đang xài LG_V1 0 cảm_thấy phím bấm nằm trong màn_hình thấy khó_chịu gì đâu_đó , mỗi lần mở Clip hay mở game muốn Back lại thì_phải rà rà mép màn_hình cho nó hiện 3 nút lên . Vẫn thích phím Home Back cứng hơn
"
negative,"Iphone thua roi , het gi moi roi de loi_keo moi nguoi , chi co ai hoai co moi nho Iphone , bye Ipnone
"
